id,file,percent,hp,time captured,time parsed,manual
,Screenshot (12660).png,,,1545557193,,
flauros,Screenshot (12661).png,35.24,1295212.0,1545557333,1545557347.0,
forneus,Screenshot (12662).png,35.73,1285360.0,1545557335,1545557350.0,
,Screenshot (12663).png,,,1545557337,,
,Screenshot (12664).png,,,1545557338,,
halphas,Screenshot (12665).png,87.68,246400.0,1545557341,1545557357.0,
halphas,Screenshot (12666).png,87.68,246400.0,1545557343,1545557360.0,
amon_ra,Screenshot (12668).png,92.0,159957.0,1545557345,1545557364.0,
sabnock,Screenshot (12669).png,53.66,926794.0,1545557348,1545557369.0,
sabnock,Screenshot (12670).png,53.66,926794.0,1545557349,1545557372.0,
flauros,Screenshot (12671).png,35.24,1295212.0,1545557351,1545557374.0,
flauros,Screenshot (12672).png,35.24,1295212.0,1545557352,1545557376.0,
forneus,Screenshot (12673).png,35.73,1285360.0,1545557355,1545557379.0,
forneus,Screenshot (12674).png,35.73,1285360.0,1545557357,1545557381.0,
,Screenshot (12675).png,,,1545557358,,
,Screenshot (12676).png,,,1545557360,,
flauros,Screenshot (12677).png,35.13,1297457.0,1545557501,1545557517.0,
forneus,Screenshot (12678).png,35.68,1286315.0,1545557503,1545557520.0,
,Screenshot (12679).png,,,1545557505,,
,Screenshot (12680).png,,,1545557506,,
halphas,Screenshot (12681).png,87.67,246603.0,1545557509,1545557528.0,
halphas,Screenshot (12682).png,87.67,246603.0,1545557510,1545557531.0,
,Screenshot (12683).png,,,1545557512,,
sabnock,Screenshot (12685).png,53.55,928998.0,1545557516,1545557537.0,
sabnock,Screenshot (12686).png,53.55,928998.0,1545557517,1545557540.0,
flauros,Screenshot (12687).png,35.13,1297457.0,1545557519,1545557542.0,
flauros,Screenshot (12688).png,35.13,1297457.0,1545557520,1545557545.0,
forneus,Screenshot (12689).png,35.68,1286315.0,1545557523,1545557547.0,
forneus,Screenshot (12690).png,35.68,1286315.0,1545557525,1545557549.0,
,Screenshot (12691).png,,,1545557525,,
,Screenshot (12692).png,,,1545557528,,
flauros,Screenshot (12693).png,35.02,1299692.0,1545557669,1545557689.0,
,Screenshot (12694).png,,,1545557672,,
forneus,Screenshot (12695).png,35.64,1287214.0,1545557673,1545557694.0,
forneus,Screenshot (12696).png,35.64,1287214.0,1545557674,1545557697.0,
,Screenshot (12697).png,,,1545557677,,
,Screenshot (12698).png,,,1545557678,,
halphas,Screenshot (12699).png,87.66,246785.0,1545557680,1545557703.0,
halphas,Screenshot (12700).png,87.66,246785.0,1545557681,1545557706.0,
amon_ra,Screenshot (12701).png,91.99,160197.0,1545557684,1545557708.0,
,Screenshot (12702).png,,,1545557685,,
sabnock,Screenshot (12703).png,53.44,931170.0,1545557686,1545557713.0,
sabnock,Screenshot (12704).png,53.44,931170.0,1545557688,1545557716.0,
flauros,Screenshot (12705).png,35.02,1299692.0,1545557691,1545557718.0,
forneus,Screenshot (12706).png,35.64,1287214.0,1545557692,1545557720.0,
forneus,Screenshot (12707).png,35.64,1287214.0,1545557694,1545557722.0,
,Screenshot (12708).png,,,1545557696,,
flauros,Screenshot (12709).png,34.9,1301911.0,1545557836,1545557838.0,
forneus,Screenshot (12710).png,35.59,1288144.0,1545557839,1545557859.0,
,Screenshot (12711).png,,,1545557840,,
,Screenshot (12712).png,,,1545557842,,
halphas,Screenshot (12713).png,87.65,247009.0,1545557845,1545557867.0,
halphas,Screenshot (12714).png,87.65,247009.0,1545557846,1545557869.0,
amon_ra,Screenshot (12715).png,91.98,160314.0,1545557847,1545557872.0,
amon_ra,Screenshot (12716).png,91.98,160314.0,1545557849,1545557875.0,
sabnock,Screenshot (12717).png,53.33,933352.0,1545557851,1545557877.0,
sabnock,Screenshot (12718).png,53.33,933352.0,1545557853,1545557880.0,
flauros,Screenshot (12719).png,34.9,1301911.0,1545557854,1545557883.0,
flauros,Screenshot (12720).png,34.9,1301911.0,1545557855,1545557886.0,
forneus,Screenshot (12721).png,35.59,1288144.0,1545557859,1545557888.0,
forneus,Screenshot (12722).png,35.59,1288144.0,1545557861,1545557891.0,
,Screenshot (12723).png,,,1545557862,,
,Screenshot (12724).png,,,1545557864,,
,Screenshot (12725).png,,,1545558004,,
forneus,Screenshot (12726).png,35.54,1289119.0,1545558007,1545558028.0,
,Screenshot (12727).png,,,1545558008,,
,Screenshot (12728).png,,,1545558010,,
halphas,Screenshot (12729).png,87.64,247203.0,1545558012,1545558035.0,
halphas,Screenshot (12730).png,87.64,247203.0,1545558014,1545558038.0,
sabnock,Screenshot (12733).png,53.21,935704.0,1545558019,1545558048.0,
sabnock,Screenshot (12734).png,53.21,935704.0,1545558021,1545558051.0,
flauros,Screenshot (12735).png,34.78,1304353.0,1545558022,1545558054.0,
flauros,Screenshot (12736).png,34.78,1304353.0,1545558023,1545558057.0,
forneus,Screenshot (12737).png,35.54,1289119.0,1545558026,1545558060.0,
,Screenshot (12738).png,,,1545558028,,
,Screenshot (12739).png,,,1545558029,,
,Screenshot (12740).png,,,1545558031,,
forneus,Screenshot (12742).png,35.5,1289988.0,1545558174,1545558182.0,
,Screenshot (12743).png,,,1545558176,,
,Screenshot (12744).png,,,1545558177,,
halphas,Screenshot (12745).png,87.63,247405.0,1545558180,1545558201.0,
halphas,Screenshot (12746).png,87.63,247405.0,1545558181,1545558204.0,
halphas,Screenshot (12747).png,87.63,247405.0,1545558183,1545558206.0,
sabnock,Screenshot (12749).png,53.1,937912.0,1545558187,1545558212.0,
sabnock,Screenshot (12750).png,53.1,937912.0,1545558188,1545558214.0,
,Screenshot (12751).png,,,1545558189,,
forneus,Screenshot (12753).png,35.5,1289988.0,1545558194,1545558221.0,
forneus,Screenshot (12754).png,35.5,1289988.0,1545558196,1545558224.0,
,Screenshot (12755).png,,,1545558197,,
,Screenshot (12756).png,,,1545558199,,
forneus,Screenshot (12758).png,35.46,1290900.0,1545558342,1545558355.0,
,Screenshot (12759).png,,,1545558344,,
,Screenshot (12760).png,,,1545558345,,
halphas,Screenshot (12761).png,87.62,247605.0,1545558348,1545558362.0,
halphas,Screenshot (12762).png,87.62,247605.0,1545558349,1545558364.0,
sabnock,Screenshot (12765).png,53.0,940072.0,1545558354,1545558376.0,
sabnock,Screenshot (12766).png,53.0,940072.0,1545558356,1545558378.0,
forneus,Screenshot (12769).png,35.46,1290900.0,1545558362,1545558386.0,
,Screenshot (12770).png,,,1545558364,,
,Screenshot (12771).png,,,1545558365,,
,Screenshot (12772).png,,,1545558367,,
flauros,Screenshot (12773).png,34.45,1311028.0,1545558508,1545558521.0,
forneus,Screenshot (12774).png,35.41,1291775.0,1545558510,1545558524.0,
,Screenshot (12775).png,,,1545558512,,
,Screenshot (12776).png,,,1545558513,,
halphas,Screenshot (12777).png,87.61,247776.0,1545558515,1545558531.0,
halphas,Screenshot (12778).png,87.61,247776.0,1545558517,1545558533.0,
sabnock,Screenshot (12781).png,52.89,942261.0,1545558522,1545558543.0,
sabnock,Screenshot (12782).png,52.89,942261.0,1545558524,1545558545.0,
flauros,Screenshot (12783).png,34.45,1311028.0,1545558525,1545558547.0,
flauros,Screenshot (12784).png,34.45,1311028.0,1545558527,1545558550.0,
forneus,Screenshot (12785).png,35.41,1291775.0,1545558531,1545558553.0,
forneus,Screenshot (12786).png,35.41,1291775.0,1545558532,1545558555.0,
,Screenshot (12787).png,,,1545558533,,
,Screenshot (12788).png,,,1545558535,,
flauros,Screenshot (12789).png,34.34,1313256.0,1545558675,1545558690.0,
forneus,Screenshot (12790).png,35.37,1292653.0,1545558678,1545558693.0,
,Screenshot (12791).png,,,1545558679,,
,Screenshot (12792).png,,,1545558681,,
halphas,Screenshot (12793).png,87.6,247966.0,1545558683,1545558699.0,
halphas,Screenshot (12794).png,87.6,247966.0,1545558685,1545558702.0,
amon_ra,Screenshot (12795).png,91.96,160892.0,1545558686,1545558705.0,
amon_ra,Screenshot (12796).png,91.96,160892.0,1545558688,1545558707.0,
sabnock,Screenshot (12797).png,52.78,944419.0,1545558690,1545558712.0,
sabnock,Screenshot (12798).png,52.78,944419.0,1545558692,1545558715.0,
flauros,Screenshot (12799).png,34.34,1313256.0,1545558693,1545558717.0,
flauros,Screenshot (12800).png,34.34,1313256.0,1545558694,1545558720.0,
forneus,Screenshot (12801).png,35.37,1292653.0,1545558698,1545558722.0,
forneus,Screenshot (12802).png,35.37,1292653.0,1545558699,1545558725.0,
,Screenshot (12803).png,,,1545558700,,
,Screenshot (12804).png,,,1545558702,,
flauros,Screenshot (12805).png,34.21,1315704.0,1545558843,1545558860.0,
forneus,Screenshot (12806).png,35.32,1293629.0,1545558846,1545558863.0,
,Screenshot (12807).png,,,1545558847,,
,Screenshot (12808).png,,,1545558849,,
halphas,Screenshot (12809).png,87.59,248184.0,1545558851,1545558870.0,
halphas,Screenshot (12810).png,87.59,248184.0,1545558853,1545558873.0,
,Screenshot (12811).png,,,1545558854,,
amon_ra,Screenshot (12812).png,91.95,161020.0,1545558855,1545558877.0,
sabnock,Screenshot (12813).png,52.66,946788.0,1545558858,1545558880.0,
sabnock,Screenshot (12814).png,52.66,946788.0,1545558860,1545558882.0,
flauros,Screenshot (12815).png,34.21,1315704.0,1545558861,1545558885.0,
flauros,Screenshot (12816).png,34.21,1315704.0,1545558862,1545558888.0,
forneus,Screenshot (12817).png,35.32,1293629.0,1545558865,1545558890.0,
forneus,Screenshot (12818).png,35.32,1293629.0,1545558867,1545558893.0,
,Screenshot (12819).png,,,1545558868,,
,Screenshot (12820).png,,,1545558870,,
flauros,Screenshot (12821).png,34.1,1317913.0,1545559011,1545559030.0,
forneus,Screenshot (12822).png,35.27,1294512.0,1545559013,1545559033.0,
,Screenshot (12823).png,,,1545559015,,
,Screenshot (12824).png,,,1545559016,,
halphas,Screenshot (12825).png,87.58,248379.0,1545559019,1545559040.0,
halphas,Screenshot (12826).png,87.58,248379.0,1545559020,1545559043.0,
amon_ra,Screenshot (12827).png,91.94,161121.0,1545559021,1545559045.0,
amon_ra,Screenshot (12828).png,91.94,161121.0,1545559023,1545559048.0,
sabnock,Screenshot (12829).png,52.55,948985.0,1545559025,1545559050.0,
sabnock,Screenshot (12830).png,52.55,948985.0,1545559027,1545559053.0,
flauros,Screenshot (12831).png,34.1,1317913.0,1545559028,1545559056.0,
flauros,Screenshot (12832).png,34.1,1317913.0,1545559030,1545559058.0,
forneus,Screenshot (12833).png,35.27,1294512.0,1545559033,1545559060.0,
forneus,Screenshot (12834).png,35.27,1294512.0,1545559035,1545559063.0,
,Screenshot (12835).png,,,1545559036,,
,Screenshot (12836).png,,,1545559038,,
flauros,Screenshot (12837).png,33.99,1320157.0,1545559179,1545559181.0,
forneus,Screenshot (12838).png,35.23,1295396.0,1545559181,1545559203.0,
,Screenshot (12839).png,,,1545559183,,
,Screenshot (12840).png,,,1545559184,,
halphas,Screenshot (12841).png,87.57,248581.0,1545559187,1545559213.0,
halphas,Screenshot (12842).png,87.57,248581.0,1545559188,1545559216.0,
amon_ra,Screenshot (12843).png,91.94,161235.0,1545559189,1545559219.0,
amon_ra,Screenshot (12844).png,91.94,161235.0,1545559190,1545559222.0,
sabnock,Screenshot (12845).png,52.44,951175.0,1545559193,1545559225.0,
sabnock,Screenshot (12846).png,52.44,951175.0,1545559195,1545559227.0,
flauros,Screenshot (12847).png,33.99,1320157.0,1545559197,1545559230.0,
flauros,Screenshot (12848).png,33.99,1320157.0,1545559199,1545559232.0,
forneus,Screenshot (12849).png,35.23,1295396.0,1545559201,1545559235.0,
forneus,Screenshot (12850).png,35.23,1295396.0,1545559202,1545559237.0,
,Screenshot (12851).png,,,1545559203,,
,Screenshot (12852).png,,,1545559206,,
flauros,Screenshot (12853).png,33.88,1322415.0,1545559346,1545559356.0,
forneus,Screenshot (12854).png,35.19,1296294.0,1545559348,1545559358.0,
,Screenshot (12855).png,,,1545559350,,
,Screenshot (12856).png,,,1545559351,,
halphas,Screenshot (12857).png,87.56,248771.0,1545559354,1545559365.0,
halphas,Screenshot (12858).png,87.56,248771.0,1545559356,1545559376.0,
,Screenshot (12859).png,,,1545559357,,
amon_ra,Screenshot (12860).png,91.93,161331.0,1545559358,1545559381.0,
sabnock,Screenshot (12861).png,52.33,953348.0,1545559361,1545559384.0,
sabnock,Screenshot (12862).png,52.33,953348.0,1545559362,1545559387.0,
,Screenshot (12863).png,,,1545559364,,
flauros,Screenshot (12864).png,33.88,1322415.0,1545559365,1545559392.0,
forneus,Screenshot (12865).png,35.19,1296294.0,1545559368,1545559395.0,
forneus,Screenshot (12866).png,35.19,1296294.0,1545559370,1545559399.0,
,Screenshot (12867).png,,,1545559371,,
,Screenshot (12868).png,,,1545559373,,
,Screenshot (12869).png,,,1545559514,,
forneus,Screenshot (12870).png,35.14,1297146.0,1545559516,1545559529.0,
,Screenshot (12871).png,,,1545559518,,
,Screenshot (12872).png,,,1545559519,,
halphas,Screenshot (12873).png,87.55,248953.0,1545559522,1545559536.0,
halphas,Screenshot (12874).png,87.55,248953.0,1545559523,1545559539.0,
amon_ra,Screenshot (12875).png,91.93,161441.0,1545559525,1545559541.0,
amon_ra,Screenshot (12876).png,91.93,161441.0,1545559526,1545559547.0,
sabnock,Screenshot (12877).png,52.22,955505.0,1545559529,1545559550.0,
sabnock,Screenshot (12878).png,52.22,955505.0,1545559530,1545559553.0,
flauros,Screenshot (12879).png,33.77,1324620.0,1545559531,1545559556.0,
flauros,Screenshot (12880).png,33.77,1324620.0,1545559533,1545559558.0,
forneus,Screenshot (12881).png,35.14,1297146.0,1545559536,1545559561.0,
forneus,Screenshot (12882).png,35.14,1297146.0,1545559537,1545559564.0,
,Screenshot (12883).png,,,1545559538,,
,Screenshot (12884).png,,,1545559541,,
flauros,Screenshot (12885).png,33.66,1326840.0,1545559682,1545559697.0,
forneus,Screenshot (12886).png,35.1,1297961.0,1545559684,1545559700.0,
,Screenshot (12887).png,,,1545559686,,
,Screenshot (12888).png,,,1545559687,,
halphas,Screenshot (12889).png,87.54,249107.0,1545559689,1545559708.0,
halphas,Screenshot (12890).png,87.54,249107.0,1545559691,1545559710.0,
amon_ra,Screenshot (12891).png,91.92,161537.0,1545559692,1545559713.0,
amon_ra,Screenshot (12892).png,91.92,161537.0,1545559694,1545559715.0,
sabnock,Screenshot (12893).png,52.11,957701.0,1545559696,1545559717.0,
sabnock,Screenshot (12894).png,52.11,957701.0,1545559698,1545559720.0,
flauros,Screenshot (12895).png,33.66,1326840.0,1545559699,1545559722.0,
flauros,Screenshot (12896).png,33.66,1326840.0,1545559701,1545559725.0,
forneus,Screenshot (12897).png,35.1,1297961.0,1545559704,1545559727.0,
forneus,Screenshot (12898).png,35.1,1297961.0,1545559705,1545559730.0,
,Screenshot (12899).png,,,1545559706,,
,Screenshot (12900).png,,,1545559708,,
flauros,Screenshot (12901).png,33.54,1329256.0,1545559849,1545559850.0,
forneus,Screenshot (12902).png,35.06,1298898.0,1545559852,1545559872.0,
,Screenshot (12903).png,,,1545559854,,
,Screenshot (12904).png,,,1545559855,,
halphas,Screenshot (12905).png,87.53,249324.0,1545559858,1545559879.0,
halphas,Screenshot (12906).png,87.53,249324.0,1545559859,1545559881.0,
,Screenshot (12907).png,,,1545559861,,
amon_ra,Screenshot (12908).png,91.92,161641.0,1545559862,1545559886.0,
sabnock,Screenshot (12909).png,52.0,960073.0,1545559866,1545559889.0,
sabnock,Screenshot (12910).png,52.0,960073.0,1545559867,1545559891.0,
flauros,Screenshot (12911).png,33.54,1329256.0,1545559868,1545559895.0,
flauros,Screenshot (12912).png,33.54,1329256.0,1545559869,1545559897.0,
forneus,Screenshot (12913).png,35.06,1298898.0,1545559872,1545559900.0,
,Screenshot (12914).png,,,1545559873,,
,Screenshot (12915).png,,,1545559875,,
,Screenshot (12916).png,,,1545559877,,
flauros,Screenshot (12917).png,33.42,1331517.0,1545560018,1545560022.0,
forneus,Screenshot (12918).png,35.01,1299782.0,1545560020,1545560025.0,
,Screenshot (12919).png,,,1545560021,,
,Screenshot (12920).png,,,1545560023,,
halphas,Screenshot (12921).png,87.53,249497.0,1545560025,1545560046.0,
halphas,Screenshot (12922).png,87.53,249497.0,1545560027,1545560049.0,
,Screenshot (12923).png,,,1545560028,,
amon_ra,Screenshot (12924).png,91.91,161751.0,1545560029,1545560054.0,
sabnock,Screenshot (12925).png,51.89,962241.0,1545560032,1545560057.0,
sabnock,Screenshot (12926).png,51.89,962241.0,1545560033,1545560059.0,
flauros,Screenshot (12927).png,33.42,1331517.0,1545560035,1545560062.0,
flauros,Screenshot (12928).png,33.42,1331517.0,1545560036,1545560066.0,
forneus,Screenshot (12929).png,35.01,1299782.0,1545560039,1545560068.0,
forneus,Screenshot (12930).png,35.01,1299782.0,1545560041,1545560071.0,
,Screenshot (12931).png,,,1545560042,,
,Screenshot (12932).png,,,1545560044,,
,Screenshot (12933).png,,,1545560184,,
forneus,Screenshot (12934).png,34.97,1300668.0,1545560187,1545560199.0,
,Screenshot (12935).png,,,1545560188,,
,Screenshot (12936).png,,,1545560190,,
halphas,Screenshot (12937).png,87.52,249646.0,1545560192,1545560207.0,
halphas,Screenshot (12938).png,87.52,249646.0,1545560194,1545560209.0,
amon_ra,Screenshot (12939).png,91.91,161846.0,1545560195,1545560212.0,
amon_ra,Screenshot (12940).png,91.91,161846.0,1545560196,1545560218.0,
sabnock,Screenshot (12941).png,51.78,964454.0,1545560199,1545560221.0,
sabnock,Screenshot (12942).png,51.78,964454.0,1545560200,1545560223.0,
flauros,Screenshot (12943).png,33.31,1333757.0,1545560202,1545560227.0,
flauros,Screenshot (12944).png,33.31,1333757.0,1545560203,1545560230.0,
forneus,Screenshot (12945).png,34.97,1300668.0,1545560206,1545560233.0,
forneus,Screenshot (12946).png,34.97,1300668.0,1545560208,1545560236.0,
,Screenshot (12947).png,,,1545560209,,
,Screenshot (12948).png,,,1545560211,,
forneus,Screenshot (12949).png,34.93,1301486.0,1545560352,1545560370.0,
forneus,Screenshot (12950).png,34.93,1301486.0,1545560354,1545560373.0,
,Screenshot (12951).png,,,1545560356,,
,Screenshot (12952).png,,,1545560357,,
halphas,Screenshot (12953).png,87.51,249833.0,1545560360,1545560380.0,
halphas,Screenshot (12954).png,87.51,249833.0,1545560361,1545560383.0,
amon_ra,Screenshot (12955).png,91.9,161957.0,1545560362,1545560386.0,
amon_ra,Screenshot (12956).png,91.9,161957.0,1545560364,1545560388.0,
sabnock,Screenshot (12957).png,51.67,966589.0,1545560366,1545560391.0,
sabnock,Screenshot (12958).png,51.67,966589.0,1545560368,1545560394.0,
flauros,Screenshot (12959).png,33.2,1335972.0,1545560369,1545560396.0,
flauros,Screenshot (12960).png,33.2,1335972.0,1545560371,1545560399.0,
forneus,Screenshot (12961).png,34.93,1301486.0,1545560373,1545560402.0,
,Screenshot (12962).png,,,1545560376,,
,Screenshot (12963).png,,,1545560377,,
halphas,Screenshot (12964).png,87.51,249833.0,1545560379,1545560409.0,
flauros,Screenshot (12965).png,33.09,1338172.0,1545560519,1545560520.0,
forneus,Screenshot (12966).png,34.88,1302335.0,1545560522,1545560541.0,
,Screenshot (12967).png,,,1545560523,,
,Screenshot (12968).png,,,1545560524,,
halphas,Screenshot (12969).png,87.5,249997.0,1545560527,1545560548.0,
halphas,Screenshot (12970).png,87.5,249997.0,1545560528,1545560551.0,
amon_ra,Screenshot (12971).png,91.9,162073.0,1545560530,1545560554.0,
amon_ra,Screenshot (12972).png,91.9,162073.0,1545560531,1545560557.0,
sabnock,Screenshot (12973).png,51.56,968775.0,1545560535,1545560559.0,
sabnock,Screenshot (12974).png,51.56,968775.0,1545560537,1545560562.0,
flauros,Screenshot (12975).png,33.09,1338172.0,1545560538,1545560565.0,
flauros,Screenshot (12976).png,33.09,1338172.0,1545560538,1545560568.0,
forneus,Screenshot (12977).png,34.88,1302335.0,1545560541,1545560570.0,
forneus,Screenshot (12978).png,34.88,1302335.0,1545560543,1545560574.0,
,Screenshot (12979).png,,,1545560544,,
,Screenshot (12980).png,,,1545560546,,
flauros,Screenshot (12981).png,32.97,1340598.0,1545560687,1545560690.0,
forneus,Screenshot (12982).png,34.84,1303248.0,1545560689,1545560711.0,
,Screenshot (12983).png,,,1545560691,,
,Screenshot (12984).png,,,1545560692,,
halphas,Screenshot (12985).png,87.49,250187.0,1545560695,1545560718.0,
halphas,Screenshot (12986).png,87.49,250187.0,1545560696,1545560721.0,
,Screenshot (12987).png,,,1545560697,,
amon_ra,Screenshot (12988).png,91.89,162192.0,1545560699,1545560726.0,
sabnock,Screenshot (12989).png,51.44,971153.0,1545560701,1545560728.0,
sabnock,Screenshot (12990).png,51.44,971153.0,1545560703,1545560730.0,
flauros,Screenshot (12991).png,32.97,1340598.0,1545560704,1545560733.0,
flauros,Screenshot (12992).png,32.97,1340598.0,1545560706,1545560735.0,
forneus,Screenshot (12993).png,34.84,1303248.0,1545560709,1545560738.0,
forneus,Screenshot (12994).png,34.84,1303248.0,1545560710,1545560740.0,
,Screenshot (12995).png,,,1545560711,,
,Screenshot (12996).png,,,1545560713,,
flauros,Screenshot (12997).png,32.86,1342876.0,1545560854,1545560862.0,
,Screenshot (12999).png,,,1545560858,,
,Screenshot (13000).png,,,1545560859,,
halphas,Screenshot (13001).png,87.48,250371.0,1545560862,1545560882.0,
halphas,Screenshot (13002).png,87.48,250371.0,1545560863,1545560885.0,
amon_ra,Screenshot (13003).png,91.88,162303.0,1545560865,1545560888.0,
amon_ra,Screenshot (13004).png,91.88,162303.0,1545560866,1545560890.0,
sabnock,Screenshot (13005).png,51.33,973355.0,1545560869,1545560893.0,
sabnock,Screenshot (13006).png,51.33,973355.0,1545560870,1545560897.0,
flauros,Screenshot (13007).png,32.86,1342876.0,1545560871,1545560899.0,
flauros,Screenshot (13008).png,32.86,1342876.0,1545560873,1545560902.0,
,Screenshot (13011).png,,,1545560879,,
,Screenshot (13012).png,,,1545560881,,
,Screenshot (13013).png,,,1545561021,,
,Screenshot (13015).png,,,1545561025,,
,Screenshot (13016).png,,,1545561027,,
halphas,Screenshot (13017).png,87.47,250546.0,1545561029,1545561046.0,
halphas,Screenshot (13018).png,87.47,250546.0,1545561031,1545561048.0,
amon_ra,Screenshot (13019).png,91.88,162415.0,1545561032,1545561051.0,
amon_ra,Screenshot (13020).png,91.88,162415.0,1545561033,1545561053.0,
sabnock,Screenshot (13021).png,51.22,975503.0,1545561036,1545561056.0,
sabnock,Screenshot (13022).png,51.22,975503.0,1545561038,1545561059.0,
flauros,Screenshot (13023).png,32.74,1345109.0,1545561039,1545561061.0,
flauros,Screenshot (13024).png,32.74,1345109.0,1545561040,1545561064.0,
,Screenshot (13026).png,,,1545561045,,
,Screenshot (13027).png,,,1545561046,,
halphas,Screenshot (13028).png,87.47,250546.0,1545561048,1545561074.0,
forneus,Screenshot (13029).png,34.72,1305667.0,1545561189,1545561205.0,
forneus,Screenshot (13030).png,34.72,1305667.0,1545561191,1545561208.0,
,Screenshot (13031).png,,,1545561193,,
,Screenshot (13032).png,,,1545561194,,
halphas,Screenshot (13033).png,87.46,250711.0,1545561197,1545561215.0,
halphas,Screenshot (13034).png,87.46,250711.0,1545561198,1545561218.0,
amon_ra,Screenshot (13035).png,91.87,162531.0,1545561200,1545561220.0,
amon_ra,Screenshot (13036).png,91.87,162531.0,1545561201,1545561223.0,
sabnock,Screenshot (13037).png,51.12,977666.0,1545561204,1545561226.0,
sabnock,Screenshot (13038).png,51.12,977666.0,1545561205,1545561229.0,
flauros,Screenshot (13039).png,32.63,1347315.0,1545561206,1545561231.0,
flauros,Screenshot (13040).png,32.63,1347315.0,1545561208,1545561233.0,
forneus,Screenshot (13041).png,34.72,1305667.0,1545561211,1545561236.0,
,Screenshot (13042).png,,,1545561212,,
,Screenshot (13043).png,,,1545561213,,
halphas,Screenshot (13044).png,87.46,250711.0,1545561216,1545561243.0,
,Screenshot (13045).png,,,1545561356,,
,Screenshot (13047).png,,,1545561360,,
,Screenshot (13048).png,,,1545561362,,
halphas,Screenshot (13049).png,87.46,250886.0,1545561365,1545561386.0,
halphas,Screenshot (13050).png,87.46,250886.0,1545561366,1545561389.0,
amon_ra,Screenshot (13051).png,91.87,162633.0,1545561367,1545561392.0,
amon_ra,Screenshot (13052).png,91.87,162633.0,1545561368,1545561396.0,
sabnock,Screenshot (13053).png,51.01,979846.0,1545561371,1545561399.0,
sabnock,Screenshot (13054).png,51.01,979846.0,1545561372,1545561402.0,
flauros,Screenshot (13055).png,32.52,1349527.0,1545561374,1545561404.0,
flauros,Screenshot (13056).png,32.52,1349527.0,1545561375,1545561407.0,
,Screenshot (13059).png,,,1545561381,,
,Screenshot (13060).png,,,1545561384,,
forneus,Screenshot (13061).png,34.64,1307297.0,1545561524,1545561528.0,
forneus,Screenshot (13062).png,34.64,1307297.0,1545561526,1545561531.0,
,Screenshot (13063).png,,,1545561528,,
,Screenshot (13064).png,,,1545561529,,
halphas,Screenshot (13065).png,87.45,251079.0,1545561532,1545561555.0,
halphas,Screenshot (13066).png,87.45,251079.0,1545561533,1545561557.0,
amon_ra,Screenshot (13067).png,91.86,162741.0,1545561535,1545561560.0,
amon_ra,Screenshot (13068).png,91.86,162741.0,1545561536,1545561563.0,
sabnock,Screenshot (13069).png,50.9,982052.0,1545561538,1545561565.0,
sabnock,Screenshot (13070).png,50.9,982052.0,1545561540,1545561568.0,
flauros,Screenshot (13071).png,32.41,1351785.0,1545561541,1545561570.0,
flauros,Screenshot (13072).png,32.41,1351785.0,1545561543,1545561573.0,
forneus,Screenshot (13073).png,34.64,1307297.0,1545561546,1545561576.0,
,Screenshot (13074).png,,,1545561547,,
,Screenshot (13075).png,,,1545561548,,
halphas,Screenshot (13076).png,87.45,251079.0,1545561551,1545561583.0,
,Screenshot (13077).png,,,1545561691,,
forneus,Screenshot (13078).png,34.59,1308136.0,1545561694,1545561704.0,
,Screenshot (13079).png,,,1545561695,,
,Screenshot (13080).png,,,1545561697,,
halphas,Screenshot (13081).png,87.44,251265.0,1545561699,1545561711.0,
halphas,Screenshot (13082).png,87.44,251265.0,1545561700,1545561723.0,
amon_ra,Screenshot (13083).png,91.86,162863.0,1545561702,1545561725.0,
amon_ra,Screenshot (13084).png,91.86,162863.0,1545561703,1545561728.0,
sabnock,Screenshot (13085).png,50.79,984225.0,1545561706,1545561731.0,
sabnock,Screenshot (13086).png,50.79,984225.0,1545561707,1545561733.0,
flauros,Screenshot (13087).png,32.3,1353985.0,1545561709,1545561736.0,
flauros,Screenshot (13088).png,32.3,1353985.0,1545561710,1545561738.0,
forneus,Screenshot (13089).png,34.59,1308136.0,1545561713,1545561741.0,
,Screenshot (13090).png,,,1545561715,,
,Screenshot (13091).png,,,1545561716,,
,Screenshot (13092).png,,,1545561718,,
forneus,Screenshot (13093).png,34.55,1308970.0,1545561859,1545561876.0,
forneus,Screenshot (13094).png,34.55,1308970.0,1545561861,1545561878.0,
,Screenshot (13095).png,,,1545561863,,
,Screenshot (13096).png,,,1545561864,,
halphas,Screenshot (13097).png,87.43,251474.0,1545561867,1545561886.0,
halphas,Screenshot (13098).png,87.43,251474.0,1545561868,1545561888.0,
amon_ra,Screenshot (13099).png,91.85,162973.0,1545561872,1545561891.0,
amon_ra,Screenshot (13100).png,91.85,162973.0,1545561872,1545561893.0,
sabnock,Screenshot (13101).png,50.67,986609.0,1545561873,1545561896.0,
,Screenshot (13102).png,,,1545561875,,
flauros,Screenshot (13103).png,32.18,1356434.0,1545561876,1545561901.0,
flauros,Screenshot (13104).png,32.18,1356434.0,1545561878,1545561904.0,
forneus,Screenshot (13105).png,34.55,1308970.0,1545561881,1545561906.0,
,Screenshot (13106).png,,,1545561883,,
,Screenshot (13107).png,,,1545561884,,
halphas,Screenshot (13108).png,87.43,251474.0,1545561886,1545561913.0,
