id,file,percent,hp,time captured,time parsed,manual
halphas,Screenshot (26471).png,62.41,751777.0,1545695947,1545696373.0,
halphas,Screenshot (26472).png,62.41,751777.0,1545695948,1545696375.0,
,Screenshot (26473).png,,,1545695950,,
amon_ra,Screenshot (26474).png,83.85,323063.0,1545695951,1545696380.0,
amon_ra,Screenshot (26475).png,83.85,323063.0,1545695953,1545696382.0,
andromalius,Screenshot (26476).png,97.56,146317.0,1545695954,1545696384.0,
andromalius,Screenshot (26477).png,97.56,146317.0,1545695956,1545696387.0,
halphas,Screenshot (26478).png,62.41,751777.0,1545695957,1545696389.0,
halphas,Screenshot (26479).png,62.41,751777.0,1545695959,1545696392.0,
amon_ra,Screenshot (26480).png,83.85,323063.0,1545695961,1545696394.0,
amon_ra,Screenshot (26481).png,83.85,323063.0,1545695962,1545696396.0,
,Screenshot (26482).png,,,1545696089,,
halphas,Screenshot (26483).png,62.32,753509.0,1545696090,1545696400.0,
halphas,Screenshot (26484).png,62.32,753509.0,1545696092,1545696402.0,
,Screenshot (26485).png,,,1545696093,,
andromalius,Screenshot (26488).png,97.55,147280.0,1545696097,1545696413.0,
andromalius,Screenshot (26489).png,97.55,147280.0,1545696100,1545696416.0,
halphas,Screenshot (26490).png,62.32,753509.0,1545696101,1545696418.0,
halphas,Screenshot (26491).png,62.32,753509.0,1545696102,1545696420.0,
amon_ra,Screenshot (26492).png,83.83,323389.0,1545696104,1545696422.0,
amon_ra,Screenshot (26493).png,83.83,323389.0,1545696105,1545696425.0,
,Screenshot (26494).png,,,1545696231,,
halphas,Screenshot (26497).png,62.24,755101.0,1545696236,1545696435.0,
amon_ra,Screenshot (26498).png,83.82,323654.0,1545696237,1545696437.0,
amon_ra,Screenshot (26499).png,83.82,323654.0,1545696238,1545696439.0,
andromalius,Screenshot (26500).png,97.53,148125.0,1545696240,1545696442.0,
andromalius,Screenshot (26501).png,97.53,148125.0,1545696242,1545696446.0,
halphas,Screenshot (26502).png,62.24,755101.0,1545696243,1545696448.0,
halphas,Screenshot (26503).png,62.24,755101.0,1545696245,1545696452.0,
,Screenshot (26504).png,,,1545696246,,
amon_ra,Screenshot (26505).png,83.82,323654.0,1545696247,1545696460.0,
amon_ra,Screenshot (26450).png,83.88,322454.0,1545696293,1545696308.0,
amon_ra,Screenshot (26451).png,83.88,322454.0,1545696293,1545696310.0,
,Screenshot (26506).png,,,1545696374,,
,Screenshot (26507).png,,,1545696379,,
halphas,Screenshot (26508).png,62.16,756827.0,1545696381,1545696464.0,
halphas,Screenshot (26509).png,62.16,756827.0,1545696385,1545696468.0,
amon_ra,Screenshot (26510).png,83.8,323987.0,1545696385,1545696470.0,
amon_ra,Screenshot (26511).png,83.8,323987.0,1545696385,1545696473.0,
amon_ra,Screenshot (26486).png,83.83,323389.0,1545696391,1545696407.0,
amon_ra,Screenshot (26487).png,83.83,323389.0,1545696391,1545696409.0,
,Screenshot (26514).png,,,1545696392,,
halphas,Screenshot (26515).png,62.16,756827.0,1545696394,1545696487.0,
,Screenshot (26516).png,,,1545696397,,
amon_ra,Screenshot (26517).png,83.8,323987.0,1545696397,1545696491.0,
,Screenshot (26495).png,,,1545696412,,
halphas,Screenshot (26496).png,62.24,755101.0,1545696412,1545696430.0,
,Screenshot (26518).png,,,1545696518,,
halphas,Screenshot (26519).png,62.08,758412.0,1545696521,1545696530.0,
halphas,Screenshot (26520).png,62.08,758412.0,1545696523,1545696533.0,
,Screenshot (26521).png,,,1545696524,,
amon_ra,Screenshot (26522).png,83.79,324258.0,1545696526,1545696538.0,
amon_ra,Screenshot (26523).png,83.79,324258.0,1545696526,1545696541.0,
andromalius,Screenshot (26524).png,97.5,149972.0,1545696530,1545696555.0,
andromalius,Screenshot (26525).png,97.5,149972.0,1545696532,1545696558.0,
halphas,Screenshot (26526).png,62.08,758412.0,1545696534,1545696561.0,
halphas,Screenshot (26527).png,62.08,758412.0,1545696536,1545696564.0,
amon_ra,Screenshot (26528).png,83.79,324258.0,1545696536,1545696566.0,
amon_ra,Screenshot (26529).png,83.79,324258.0,1545696537,1545696569.0,
,Screenshot (26530).png,,,1545696660,,
halphas,Screenshot (26531).png,61.99,760162.0,1545696668,1545696676.0,
halphas,Screenshot (26532).png,61.99,760162.0,1545696668,1545696679.0,
amon_ra,Screenshot (26534).png,83.77,324564.0,1545696671,1545696684.0,
halphas,Screenshot (26533).png,61.99,760162.0,1545696672,1545696681.0,
amon_ra,Screenshot (26535).png,83.77,324564.0,1545696672,1545696687.0,
halphas,Screenshot (26538).png,61.99,760162.0,1545696677,1545696707.0,
halphas,Screenshot (26539).png,61.99,760162.0,1545696682,1545696710.0,
,Screenshot (26540).png,,,1545696682,,
amon_ra,Screenshot (26541).png,83.77,324564.0,1545696683,1545696715.0,
,Screenshot (26542).png,,,1545696803,,
halphas,Screenshot (26543).png,61.9,761923.0,1545696807,1545696821.0,
halphas,Screenshot (26544).png,61.9,761923.0,1545696814,1545696824.0,
,Screenshot (26545).png,,,1545696815,,
amon_ra,Screenshot (26546).png,83.76,324884.0,1545696816,1545696829.0,
amon_ra,Screenshot (26547).png,83.76,324884.0,1545696817,1545696832.0,
andromalius,Screenshot (26548).png,97.47,151874.0,1545696818,1545696835.0,
andromalius,Screenshot (26549).png,97.47,151874.0,1545696818,1545696837.0,
halphas,Screenshot (26550).png,61.9,761923.0,1545696822,1545696840.0,
halphas,Screenshot (26551).png,61.9,761923.0,1545696822,1545696843.0,
amon_ra,Screenshot (26552).png,83.76,324884.0,1545696824,1545696845.0,
amon_ra,Screenshot (26553).png,83.76,324884.0,1545696825,1545696848.0,
,Screenshot (26554).png,,,1545696946,,
,Screenshot (26555).png,,,1545696950,,
halphas,Screenshot (26556).png,61.83,763490.0,1545696951,1545696958.0,
halphas,Screenshot (26557).png,61.83,763490.0,1545696953,1545696983.0,
amon_ra,Screenshot (26558).png,83.74,325149.0,1545696955,1545696986.0,
amon_ra,Screenshot (26559).png,83.74,325149.0,1545696958,1545696989.0,
andromalius,Screenshot (26560).png,97.45,152759.0,1545696959,1545696992.0,
andromalius,Screenshot (26561).png,97.45,152759.0,1545696961,1545696995.0,
halphas,Screenshot (26562).png,61.83,763490.0,1545696963,1545696997.0,
halphas,Screenshot (26563).png,61.83,763490.0,1545696965,1545697000.0,
,Screenshot (26564).png,,,1545696967,,
amon_ra,Screenshot (26565).png,83.74,325149.0,1545696968,1545697005.0,
,Screenshot (26566).png,,,1545697089,,
halphas,Screenshot (26567).png,61.74,765216.0,1545697095,1545697100.0,
halphas,Screenshot (26568).png,61.74,765216.0,1545697096,1545697103.0,
,Screenshot (26569).png,,,1545697096,,
amon_ra,Screenshot (26570).png,83.73,325448.0,1545697103,1545697120.0,
,Screenshot (26571).png,,,1545697103,,
andromalius,Screenshot (26572).png,97.44,153737.0,1545697108,1545697125.0,
andromalius,Screenshot (26573).png,97.44,153737.0,1545697110,1545697128.0,
halphas,Screenshot (26574).png,61.74,765216.0,1545697112,1545697130.0,
amon_ra,Screenshot (26575).png,83.73,325448.0,1545697112,1545697133.0,
amon_ra,Screenshot (26576).png,83.73,325448.0,1545697113,1545697136.0,
,Screenshot (26577).png,,,1545697232,,
halphas,Screenshot (26578).png,61.66,766786.0,1545697236,1545697243.0,
halphas,Screenshot (26579).png,61.66,766786.0,1545697238,1545697245.0,
,Screenshot (26580).png,,,1545697239,,
amon_ra,Screenshot (26581).png,83.71,325728.0,1545697243,1545697262.0,
amon_ra,Screenshot (26582).png,83.71,325728.0,1545697248,1545697265.0,
andromalius,Screenshot (26583).png,97.42,154565.0,1545697253,1545697268.0,
halphas,Screenshot (26585).png,61.66,766786.0,1545697254,1545697274.0,
andromalius,Screenshot (26584).png,97.42,154565.0,1545697255,1545697271.0,
halphas,Screenshot (26587).png,61.66,766786.0,1545697261,1545697278.0,
,Screenshot (26588).png,,,1545697375,,
,Screenshot (26589).png,,,1545697378,,
,Screenshot (26590).png,,,1545697380,,
,Screenshot (26591).png,,,1545697382,,
,Screenshot (26592).png,,,1545697385,,
,Screenshot (26593).png,,,1545697385,,
,Screenshot (26594).png,,,1545697389,,
,Screenshot (26595).png,,,1545697389,,
,Screenshot (26596).png,,,1545697390,,
,Screenshot (26597).png,,,1545697393,,
,Screenshot (26598).png,,,1545697395,,
,Screenshot (26599).png,,,1545697396,,
,Screenshot (26600).png,,,1545697518,,
halphas,Screenshot (26601).png,61.49,770131.0,1545697522,1545697527.0,
halphas,Screenshot (26602).png,61.49,770131.0,1545697524,1545697530.0,
,Screenshot (26603).png,,,1545697525,,
amon_ra,Screenshot (26604).png,83.68,326333.0,1545697529,1545697558.0,
amon_ra,Screenshot (26605).png,83.68,326333.0,1545697530,1545697561.0,
andromalius,Screenshot (26606).png,97.39,156355.0,1545697535,1545697564.0,
halphas,Screenshot (26608).png,61.49,770131.0,1545697535,1545697569.0,
andromalius,Screenshot (26607).png,97.39,156355.0,1545697536,1545697566.0,
halphas,Screenshot (26609).png,61.49,770131.0,1545697541,1545697571.0,
amon_ra,Screenshot (26610).png,83.68,326333.0,1545697541,1545697574.0,
amon_ra,Screenshot (26611).png,83.68,326333.0,1545697541,1545697577.0,
,Screenshot (26612).png,,,1545697662,,
halphas,Screenshot (26613).png,61.41,771898.0,1545697665,1545697672.0,
halphas,Screenshot (26614).png,61.41,771898.0,1545697668,1545697675.0,
,Screenshot (26615).png,,,1545697669,,
amon_ra,Screenshot (26616).png,83.67,326650.0,1545697669,1545697683.0,
amon_ra,Screenshot (26617).png,83.67,326650.0,1545697673,1545697700.0,
andromalius,Screenshot (26618).png,97.38,157354.0,1545697675,1545697703.0,
andromalius,Screenshot (26619).png,97.38,157354.0,1545697678,1545697705.0,
halphas,Screenshot (26620).png,61.41,771898.0,1545697682,1545697709.0,
halphas,Screenshot (26621).png,61.41,771898.0,1545697682,1545697715.0,
amon_ra,Screenshot (26622).png,83.67,326650.0,1545697683,1545697719.0,
amon_ra,Screenshot (26623).png,83.67,326650.0,1545697684,1545697724.0,
,Screenshot (26624).png,,,1545697805,,
halphas,Screenshot (26625).png,61.33,773457.0,1545697810,1545697820.0,
halphas,Screenshot (26626).png,61.33,773457.0,1545697811,1545697823.0,
halphas,Screenshot (26627).png,61.33,773457.0,1545697814,1545697826.0,
amon_ra,Screenshot (26628).png,83.65,326935.0,1545697816,1545697829.0,
amon_ra,Screenshot (26629).png,83.65,326935.0,1545697816,1545697831.0,
andromalius,Screenshot (26631).png,97.36,158221.0,1545697819,1545698458.0,
amon_ra,Screenshot (26632).png,83.65,326935.0,1545697820,1545698461.0,
,Screenshot (26634).png,,,1545697947,,
halphas,Screenshot (26636).png,61.24,775202.0,1545697951,1545698483.0,
,Screenshot (26637).png,,,1545697952,,
amon_ra,Screenshot (26638).png,83.64,327269.0,1545697954,1545698489.0,
amon_ra,Screenshot (26639).png,83.64,327269.0,1545697955,1545698492.0,
andromalius,Screenshot (26640).png,97.35,159132.0,1545697957,1545698495.0,
andromalius,Screenshot (26641).png,97.35,159132.0,1545697958,1545698498.0,
halphas,Screenshot (26642).png,61.24,775202.0,1545697960,1545698500.0,
halphas,Screenshot (26643).png,61.24,775202.0,1545697961,1545698503.0,
amon_ra,Screenshot (26644).png,83.64,327269.0,1545697963,1545698506.0,
amon_ra,Screenshot (26645).png,83.64,327269.0,1545697964,1545698509.0,
,Screenshot (26646).png,,,1545698091,,
halphas,Screenshot (26647).png,61.16,776778.0,1545698092,1545698513.0,
halphas,Screenshot (26648).png,61.16,776778.0,1545698094,1545698516.0,
,Screenshot (26649).png,,,1545698095,,
amon_ra,Screenshot (26650).png,83.62,327564.0,1545698097,1545698520.0,
amon_ra,Screenshot (26651).png,83.62,327564.0,1545698098,1545698523.0,
andromalius,Screenshot (26652).png,97.33,159992.0,1545698100,1545698525.0,
andromalius,Screenshot (26653).png,97.33,159992.0,1545698101,1545698527.0,
halphas,Screenshot (26654).png,61.16,776778.0,1545698103,1545698530.0,
halphas,Screenshot (26655).png,61.16,776778.0,1545698104,1545698532.0,
amon_ra,Screenshot (26656).png,83.62,327564.0,1545698106,1545698535.0,
amon_ra,Screenshot (26657).png,83.62,327564.0,1545698107,1545698537.0,
,Screenshot (26658).png,,,1545698232,,
,Screenshot (26659).png,,,1545698233,,
,Screenshot (26660).png,,,1545698236,,
halphas,Screenshot (26661).png,61.07,778521.0,1545698237,1545698545.0,
halphas,Screenshot (26662).png,61.07,778521.0,1545698240,1545698547.0,
,Screenshot (26665).png,,,1545698244,,
andromalius,Screenshot (26666).png,97.32,160935.0,1545698246,1545698573.0,
andromalius,Screenshot (26667).png,97.32,160935.0,1545698247,1545698575.0,
halphas,Screenshot (26668).png,61.07,778521.0,1545698249,1545698578.0,
halphas,Screenshot (26669).png,61.07,778521.0,1545698250,1545698580.0,
,Screenshot (26670).png,,,1545698377,,
halphas,Screenshot (26671).png,60.99,780104.0,1545698378,1545698586.0,
halphas,Screenshot (26672).png,60.99,780104.0,1545698380,1545698588.0,
,Screenshot (26673).png,,,1545698381,,
amon_ra,Screenshot (26674).png,83.59,328169.0,1545698383,1545698593.0,
amon_ra,Screenshot (26675).png,83.59,328169.0,1545698384,1545698595.0,
andromalius,Screenshot (26676).png,97.3,161827.0,1545698386,1545698598.0,
andromalius,Screenshot (26677).png,97.3,161827.0,1545698387,1545698601.0,
halphas,Screenshot (26678).png,60.99,780104.0,1545698389,1545698603.0,
halphas,Screenshot (26679).png,60.99,780104.0,1545698390,1545698606.0,
amon_ra,Screenshot (26680).png,83.59,328169.0,1545698392,1545698608.0,
amon_ra,Screenshot (26681).png,83.59,328169.0,1545698393,1545698610.0,
amon_ra,Screenshot (26633).png,83.65,326935.0,1545698457,1545698464.0,
halphas,Screenshot (26635).png,61.24,775202.0,1545698457,1545698469.0,
,Screenshot (26682).png,,,1545698520,,
,Screenshot (26683).png,,,1545698525,,
halphas,Screenshot (26684).png,60.91,781851.0,1545698527,1545698557.0,
halphas,Screenshot (26685).png,60.91,781851.0,1545698530,1545698560.0,
amon_ra,Screenshot (26686).png,83.58,328472.0,1545698535,1545698562.0,
amon_ra,Screenshot (26687).png,83.58,328472.0,1545698537,1545698565.0,
andromalius,Screenshot (26688).png,97.29,162816.0,1545698540,1545698568.0,
andromalius,Screenshot (26689).png,97.29,162816.0,1545698540,1545698612.0,
halphas,Screenshot (26690).png,60.91,781851.0,1545698543,1545698615.0,
halphas,Screenshot (26691).png,60.91,781851.0,1545698543,1545698617.0,
,Screenshot (26692).png,,,1545698548,,
,Screenshot (26693).png,,,1545698664,,
halphas,Screenshot (26694).png,60.83,783402.0,1545698665,1545698669.0,
halphas,Screenshot (26695).png,60.83,783402.0,1545698669,1545698695.0,
,Screenshot (26696).png,,,1545698671,,
amon_ra,Screenshot (26697).png,83.56,328772.0,1545698673,1545698700.0,
amon_ra,Screenshot (26698).png,83.56,328772.0,1545698678,1545698703.0,
andromalius,Screenshot (26699).png,97.27,163692.0,1545698678,1545698706.0,
andromalius,Screenshot (26700).png,97.27,163692.0,1545698679,1545698708.0,
halphas,Screenshot (26701).png,60.83,783402.0,1545698679,1545698711.0,
halphas,Screenshot (26702).png,60.83,783402.0,1545698681,1545698714.0,
amon_ra,Screenshot (26703).png,83.56,328772.0,1545698683,1545698717.0,
amon_ra,Screenshot (26704).png,83.56,328772.0,1545698683,1545698720.0,
,Screenshot (26705).png,,,1545698806,,
halphas,Screenshot (26706).png,60.74,785156.0,1545698809,1545698816.0,
halphas,Screenshot (26707).png,60.74,785156.0,1545698811,1545698818.0,
,Screenshot (26708).png,,,1545698812,,
amon_ra,Screenshot (26709).png,83.55,329087.0,1545698815,1545698835.0,
amon_ra,Screenshot (26710).png,83.55,329087.0,1545698817,1545698839.0,
halphas,Screenshot (26713).png,60.74,785156.0,1545698820,1545698847.0,
halphas,Screenshot (26714).png,60.74,785156.0,1545698822,1545698850.0,
amon_ra,Screenshot (26715).png,83.55,329087.0,1545698824,1545698853.0,
amon_ra,Screenshot (26716).png,83.55,329087.0,1545698825,1545698856.0,
,Screenshot (26717).png,,,1545698949,,
halphas,Screenshot (26718).png,60.65,786904.0,1545698952,1545698975.0,
halphas,Screenshot (26719).png,60.65,786904.0,1545698954,1545698977.0,
halphas,Screenshot (26720).png,60.65,786904.0,1545698956,1545698980.0,
amon_ra,Screenshot (26721).png,83.53,329396.0,1545698958,1545698983.0,
amon_ra,Screenshot (26722).png,83.53,329396.0,1545698959,1545698986.0,
andromalius,Screenshot (26723).png,97.24,165638.0,1545698961,1545698989.0,
andromalius,Screenshot (26724).png,97.24,165638.0,1545698962,1545698992.0,
halphas,Screenshot (26725).png,60.65,786904.0,1545698965,1545698994.0,
halphas,Screenshot (26726).png,60.65,786904.0,1545698966,1545698997.0,
amon_ra,Screenshot (26727).png,83.53,329396.0,1545698967,1545698999.0,
amon_ra,Screenshot (26728).png,83.53,329396.0,1545698968,1545699003.0,
,Screenshot (26729).png,,,1545699092,,
halphas,Screenshot (26730).png,60.58,788487.0,1545699096,1545699112.0,
halphas,Screenshot (26731).png,60.58,788487.0,1545699099,1545699114.0,
halphas,Screenshot (26732).png,60.58,788487.0,1545699100,1545699117.0,
amon_ra,Screenshot (26733).png,83.51,329704.0,1545699103,1545699120.0,
amon_ra,Screenshot (26734).png,83.51,329704.0,1545699103,1545699123.0,
andromalius,Screenshot (26735).png,97.22,166535.0,1545699105,1545699126.0,
andromalius,Screenshot (26736).png,97.22,166535.0,1545699106,1545699128.0,
halphas,Screenshot (26737).png,60.58,788487.0,1545699108,1545699131.0,
halphas,Screenshot (26738).png,60.58,788487.0,1545699108,1545699134.0,
amon_ra,Screenshot (26739).png,83.51,329704.0,1545699110,1545699136.0,
amon_ra,Screenshot (26740).png,83.51,329704.0,1545699112,1545699139.0,
,Screenshot (26741).png,,,1545699234,,
halphas,Screenshot (26742).png,60.49,790233.0,1545699238,1545699246.0,
halphas,Screenshot (26743).png,60.49,790233.0,1545699240,1545699248.0,
halphas,Screenshot (26744).png,60.49,790233.0,1545699242,1545699251.0,
amon_ra,Screenshot (26745).png,83.5,330007.0,1545699242,1545699254.0,
amon_ra,Screenshot (26746).png,83.5,330007.0,1545699247,1545699268.0,
andromalius,Screenshot (26747).png,97.21,167548.0,1545699247,1545699271.0,
andromalius,Screenshot (26748).png,97.21,167548.0,1545699248,1545699274.0,
halphas,Screenshot (26749).png,60.49,790233.0,1545699250,1545699277.0,
halphas,Screenshot (26750).png,60.49,790233.0,1545699251,1545699279.0,
amon_ra,Screenshot (26751).png,83.5,330007.0,1545699254,1545699282.0,
amon_ra,Screenshot (26752).png,83.5,330007.0,1545699254,1545699285.0,
,Screenshot (26753).png,,,1545699377,,
,Screenshot (26754).png,,,1545699384,,
halphas,Screenshot (26755).png,60.41,791800.0,1545699384,1545699395.0,
halphas,Screenshot (26756).png,60.41,791800.0,1545699387,1545699398.0,
amon_ra,Screenshot (26757).png,83.48,330302.0,1545699388,1545699401.0,
amon_ra,Screenshot (26758).png,83.48,330302.0,1545699389,1545699404.0,
andromalius,Screenshot (26759).png,97.19,168411.0,1545699389,1545699406.0,
andromalius,Screenshot (26760).png,97.19,168411.0,1545699393,1545699420.0,
halphas,Screenshot (26761).png,60.41,791800.0,1545699396,1545699423.0,
halphas,Screenshot (26762).png,60.41,791800.0,1545699399,1545699426.0,
,Screenshot (26763).png,,,1545699399,,
amon_ra,Screenshot (26764).png,83.48,330302.0,1545699399,1545699432.0,
,Screenshot (26765).png,,,1545699520,,
,Screenshot (26766).png,,,1545699524,,
halphas,Screenshot (26767).png,60.32,793550.0,1545699526,1545699542.0,
halphas,Screenshot (26768).png,60.32,793550.0,1545699528,1545699545.0,
amon_ra,Screenshot (26769).png,83.47,330673.0,1545699529,1545699548.0,
amon_ra,Screenshot (26770).png,83.47,330673.0,1545699531,1545699551.0,
halphas,Screenshot (26773).png,60.32,793550.0,1545699537,1545699559.0,
halphas,Screenshot (26774).png,60.32,793550.0,1545699542,1545699562.0,
,Screenshot (26775).png,,,1545699542,,
amon_ra,Screenshot (26776).png,83.47,330673.0,1545699543,1545699566.0,
,Screenshot (26777).png,,,1545699663,,
halphas,Screenshot (26778).png,60.24,795125.0,1545699667,1545699684.0,
halphas,Screenshot (26779).png,60.24,795125.0,1545699669,1545699687.0,
halphas,Screenshot (26780).png,60.24,795125.0,1545699671,1545699690.0,
amon_ra,Screenshot (26781).png,83.45,330956.0,1545699672,1545699693.0,
amon_ra,Screenshot (26782).png,83.45,330956.0,1545699674,1545699696.0,
andromalius,Screenshot (26783).png,97.16,170268.0,1545699675,1545699699.0,
andromalius,Screenshot (26784).png,97.16,170268.0,1545699676,1545699702.0,
halphas,Screenshot (26785).png,60.24,795125.0,1545699678,1545699705.0,
halphas,Screenshot (26786).png,60.24,795125.0,1545699680,1545699708.0,
amon_ra,Screenshot (26787).png,83.45,330956.0,1545699681,1545699711.0,
amon_ra,Screenshot (26788).png,83.45,330956.0,1545699682,1545699714.0,
,Screenshot (26789).png,,,1545699806,,
halphas,Screenshot (26790).png,60.16,796882.0,1545699810,1545699821.0,
halphas,Screenshot (26791).png,60.16,796882.0,1545699813,1545699824.0,
,Screenshot (26792).png,,,1545699814,,
amon_ra,Screenshot (26793).png,83.44,331265.0,1545699815,1545699829.0,
amon_ra,Screenshot (26794).png,83.44,331265.0,1545699817,1545699832.0,
andromalius,Screenshot (26795).png,97.15,171240.0,1545699817,1545699835.0,
andromalius,Screenshot (26796).png,97.15,171240.0,1545699820,1545699849.0,
halphas,Screenshot (26797).png,60.16,796882.0,1545699821,1545699852.0,
halphas,Screenshot (26798).png,60.16,796882.0,1545699823,1545699855.0,
amon_ra,Screenshot (26799).png,83.44,331265.0,1545699824,1545699858.0,
amon_ra,Screenshot (26800).png,83.44,331265.0,1545699826,1545699861.0,
,Screenshot (26801).png,,,1545699950,,
halphas,Screenshot (26802).png,60.08,798445.0,1545699954,1545699968.0,
halphas,Screenshot (26803).png,60.08,798445.0,1545699955,1545699971.0,
,Screenshot (26804).png,,,1545699958,,
amon_ra,Screenshot (26805).png,83.42,331573.0,1545699958,1545699976.0,
amon_ra,Screenshot (26806).png,83.42,331573.0,1545699960,1545699979.0,
andromalius,Screenshot (26808).png,97.13,172103.0,1545699963,1545699985.0,
andromalius,Screenshot (26807).png,97.13,172103.0,1545699964,1545699982.0,
halphas,Screenshot (26809).png,60.08,798445.0,1545699964,1545699987.0,
halphas,Screenshot (26810).png,60.08,798445.0,1545699966,1545699990.0,
amon_ra,Screenshot (26811).png,83.42,331573.0,1545699969,1545699993.0,
amon_ra,Screenshot (26812).png,83.42,331573.0,1545699970,1545699995.0,
,Screenshot (26813).png,,,1545700092,,
halphas,Screenshot (26814).png,99.6,8001.0,1545700098,1545700102.0,
halphas,Screenshot (26815).png,99.6,8001.0,1545700099,1545700105.0,
,Screenshot (26816).png,,,1545700101,,
amon_ra,Screenshot (26817).png,83.4,331909.0,1545700103,1545700133.0,
amon_ra,Screenshot (26818).png,83.4,331909.0,1545700104,1545700136.0,
andromalius,Screenshot (26819).png,97.12,173029.0,1545700106,1545700139.0,
andromalius,Screenshot (26820).png,97.12,173029.0,1545700107,1545700142.0,
halphas,Screenshot (26821).png,99.6,8001.0,1545700107,1545700145.0,
halphas,Screenshot (26822).png,99.6,8001.0,1545700112,1545700147.0,
amon_ra,Screenshot (26823).png,83.4,331909.0,1545700112,1545700150.0,
amon_ra,Screenshot (26824).png,83.4,331909.0,1545700112,1545700153.0,
,Screenshot (26825).png,,,1545700235,,
halphas,Screenshot (26826).png,59.91,801779.0,1545700239,1545700249.0,
halphas,Screenshot (26827).png,59.91,801779.0,1545700242,1545700252.0,
,Screenshot (26828).png,,,1545700242,,
amon_ra,Screenshot (26829).png,83.39,332224.0,1545700245,1545700258.0,
amon_ra,Screenshot (26830).png,83.39,332224.0,1545700246,1545700261.0,
andromalius,Screenshot (26831).png,97.1,173877.0,1545700251,1545700277.0,
andromalius,Screenshot (26832).png,97.1,173877.0,1545700251,1545700280.0,
halphas,Screenshot (26833).png,59.91,801779.0,1545700252,1545700283.0,
amon_ra,Screenshot (26834).png,83.39,332224.0,1545700256,1545700287.0,
amon_ra,Screenshot (26835).png,83.39,332224.0,1545700256,1545700290.0,
,Screenshot (26836).png,,,1545700378,,
halphas,Screenshot (26837).png,59.82,803540.0,1545700382,1545700399.0,
halphas,Screenshot (26838).png,59.82,803540.0,1545700384,1545700402.0,
,Screenshot (26839).png,,,1545700386,,
amon_ra,Screenshot (26840).png,83.37,332581.0,1545700388,1545700407.0,
amon_ra,Screenshot (26841).png,83.37,332581.0,1545700388,1545700410.0,
andromalius,Screenshot (26842).png,97.09,174848.0,1545700392,1545700413.0,
andromalius,Screenshot (26843).png,97.09,174848.0,1545700392,1545700415.0,
halphas,Screenshot (26844).png,59.82,803540.0,1545700396,1545700418.0,
halphas,Screenshot (26845).png,59.82,803540.0,1545700396,1545700420.0,
amon_ra,Screenshot (26846).png,83.37,332581.0,1545700399,1545700423.0,
amon_ra,Screenshot (26847).png,83.37,332581.0,1545700399,1545700426.0,
,Screenshot (26848).png,,,1545700522,,
halphas,Screenshot (26849).png,59.75,805094.0,1545700525,1545700532.0,
halphas,Screenshot (26850).png,59.75,805094.0,1545700527,1545700535.0,
halphas,Screenshot (26851).png,59.75,805094.0,1545700529,1545700538.0,
amon_ra,Screenshot (26852).png,83.36,332854.0,1545700529,1545700541.0,
andromalius,Screenshot (26854).png,97.07,175662.0,1545700534,1545700558.0,
amon_ra,Screenshot (26853).png,83.36,332854.0,1545700535,1545700555.0,
andromalius,Screenshot (26855).png,97.07,175662.0,1545700536,1545700561.0,
halphas,Screenshot (26856).png,59.75,805094.0,1545700538,1545700563.0,
halphas,Screenshot (26857).png,59.75,805094.0,1545700538,1545700566.0,
,Screenshot (26858).png,,,1545700539,,
amon_ra,Screenshot (26859).png,83.36,332854.0,1545700540,1545700572.0,
,Screenshot (26860).png,,,1545700665,,
halphas,Screenshot (26861).png,59.66,806843.0,1545700669,1545700679.0,
halphas,Screenshot (26862).png,59.66,806843.0,1545700672,1545700682.0,
,Screenshot (26863).png,,,1545700672,,
amon_ra,Screenshot (26864).png,83.34,333232.0,1545700673,1545700687.0,
amon_ra,Screenshot (26865).png,83.34,333232.0,1545700675,1545700690.0,
andromalius,Screenshot (26866).png,97.06,176642.0,1545700675,1545700694.0,
andromalius,Screenshot (26867).png,97.06,176642.0,1545700678,1545700708.0,
halphas,Screenshot (26868).png,59.66,806843.0,1545700679,1545700711.0,
halphas,Screenshot (26869).png,59.66,806843.0,1545700681,1545700713.0,
amon_ra,Screenshot (26870).png,83.34,333232.0,1545700683,1545700716.0,
amon_ra,Screenshot (26871).png,83.34,333232.0,1545700684,1545700719.0,
,Screenshot (26872).png,,,1545700808,,
halphas,Screenshot (26873).png,59.58,808441.0,1545700811,1545700827.0,
halphas,Screenshot (26874).png,59.58,808441.0,1545700813,1545700830.0,
,Screenshot (26875).png,,,1545700814,,
amon_ra,Screenshot (26876).png,83.32,333535.0,1545700817,1545700836.0,
amon_ra,Screenshot (26877).png,83.32,333535.0,1545700817,1545700839.0,
andromalius,Screenshot (26878).png,97.04,177487.0,1545700819,1545700842.0,
andromalius,Screenshot (26879).png,97.04,177487.0,1545700821,1545700845.0,
halphas,Screenshot (26880).png,59.58,808441.0,1545700823,1545700847.0,
halphas,Screenshot (26881).png,59.58,808441.0,1545700824,1545700849.0,
amon_ra,Screenshot (26882).png,83.32,333535.0,1545700826,1545700852.0,
amon_ra,Screenshot (26883).png,83.32,333535.0,1545700826,1545700855.0,
,Screenshot (26884).png,,,1545700950,,
halphas,Screenshot (26885).png,59.49,810160.0,1545700954,1545700962.0,
halphas,Screenshot (26886).png,59.49,810160.0,1545700956,1545700965.0,
