time,hp,kps
2018-12-20 23:59:37,144.0,0.23984081000716104
2018-12-21 00:01:49,171.0,0.2790026209250949
2018-12-21 00:04:02,222.0,0.33693282043027994
2018-12-21 00:06:14,271.0,0.3805214157430132
2018-12-21 00:08:27,325.0,0.427380434557468
2018-12-21 00:10:40,385.0,0.4472027175376457
2018-12-21 00:12:53,448.0,0.47217734418691343
2018-12-21 00:15:05,538.0,0.5219350027962467
2018-12-21 00:17:18,614.0,0.5465419747716397
2018-12-21 00:19:31,701.0,0.5840301537116503
2018-12-21 00:21:44,762.0,0.6042822301838225
2018-12-21 00:23:56,833.0,0.6392543279995967
2018-12-21 00:26:09,933.0,0.6836835829551675
2018-12-21 00:28:22,1020.0,0.6919480457650848
2018-12-21 00:30:36,1125.0,0.7329752004286032
2018-12-21 00:32:48,1208.0,0.7678350773937432
2018-12-21 00:35:02,1320.0,0.8102137513513646
2018-12-21 00:37:15,1448.0,0.8542753516330607
2018-12-21 00:39:27,1550.0,0.8912945525278597
2018-12-21 00:41:39,1685.0,0.9186045630914588
2018-12-21 00:43:52,1823.0,0.9540000395709888
2018-12-21 00:46:05,1946.0,1.0035868164304929
2018-12-21 00:48:18,2082.0,1.0540555935292777
2018-12-21 00:50:30,2235.0,1.0868648894964685
2018-12-21 00:52:42,2361.0,1.1213001512044576
2018-12-21 00:54:55,2517.0,1.138517782058452
2018-12-21 00:57:07,2672.0,1.1597071190372625
2018-12-21 00:59:20,2857.0,1.2000352119969344
2018-12-21 01:01:33,3033.0,1.2171233869798463
2018-12-21 01:03:45,3185.0,1.221115806044036
2018-12-21 01:05:57,3345.0,1.2589945939228235
2018-12-21 01:08:10,3514.0,1.2733486609084694
2018-12-21 01:10:23,3696.0,1.2699051347376706
2018-12-21 01:12:36,3857.0,1.251449905756126
2018-12-21 01:14:49,4017.0,1.2405134737670622
2018-12-21 01:17:01,4198.0,1.2577311046210566
2018-12-21 01:19:14,4375.0,1.2673729778992935
2018-12-21 01:21:26,4525.0,1.236660171459857
2018-12-21 01:23:39,4683.0,1.2387107524578065
2018-12-21 01:25:52,4843.0,1.254695963419094
2018-12-21 01:28:04,5020.0,1.256063017417727
2018-12-21 01:30:16,5194.0,1.2592269189069873
2018-12-21 01:32:30,5319.0,1.2735809858926332
2018-12-21 01:34:43,5504.0,1.2942421429174267
2018-12-21 01:36:55,5687.0,1.273052805938616
2018-12-21 01:39:08,5849.0,1.2839892379276794
2018-12-21 01:41:21,6036.0,1.266771607073685
2018-12-21 01:43:34,6234.0,1.2638200132130002
2018-12-21 01:45:46,6414.0,1.2842799146626895
2018-12-21 01:47:59,6541.0,1.279728246235423
2018-12-21 01:50:12,6717.0,1.2698947782679837
2018-12-21 01:52:24,6869.0,1.2664771432714013
2018-12-21 01:54:37,7040.0,1.2357650324157499
2018-12-21 01:56:50,7194.0,1.2138921684376227
2018-12-21 01:59:02,7371.0,1.200656600178131
2018-12-21 02:01:15,7541.0,1.2156941941630934
2018-12-21 02:03:28,7698.0,1.1973218169390416
2018-12-21 02:05:40,7839.0,1.1862818202531118
2018-12-21 02:07:53,8005.0,1.1609913212784024
2018-12-21 02:10:06,8167.0,1.1644089562749846
2018-12-21 02:12:19,8316.0,1.1389268626110727
