time,hp,kps
2018-12-24 10:58:15,19914.0,7.820957345413217
2018-12-24 11:00:30,21094.0,7.889794911787729
2018-12-24 11:02:52,22161.0,7.8985723412548134
2018-12-24 11:05:24,23304.0,7.8422065758726545
2018-12-24 11:10:05,25555.0,7.863293109659723
2018-12-24 11:12:30,26626.0,7.879719305639752
2018-12-24 11:14:57,27817.0,7.824030192606574
2018-12-24 11:17:22,28975.0,7.719558243064202
2018-12-24 11:22:27,31337.0,7.72949389000369
2018-12-24 11:24:43,32370.0,7.766884584608541
2018-12-24 11:27:05,33545.0,7.70763084468472
2018-12-24 11:29:27,34566.0,7.7442240717587625
2018-12-24 11:34:11,36722.0,7.603040325532999
2018-12-24 11:36:45,37896.0,7.5985726928522
2018-12-24 11:39:10,39046.0,7.575443573886202
2018-12-24 11:43:57,41158.0,7.535584903145178
2018-12-24 11:46:19,42264.0,7.465480231888139
2018-12-24 11:48:52,43266.0,7.434110193475848
2018-12-24 11:51:15,44401.0,7.415202225117755
2018-12-24 11:58:38,47719.0,7.325176488918049
2018-12-24 12:00:58,48721.0,7.318641984083399
2018-12-24 12:03:21,49794.0,7.294280536218626
2018-12-24 12:05:43,50766.0,7.207955849381776
2018-12-24 12:08:09,51844.0,7.272615337087195
2018-12-24 12:10:28,52766.0,7.153968201394605
2018-12-24 12:12:50,53882.0,7.155858775159728
2018-12-24 12:15:13,54896.0,7.112732935482163
2018-12-24 12:17:36,55874.0,7.06135654101735
2018-12-24 12:20:02,56934.0,7.064242102078048
2018-12-24 12:22:26,57889.0,7.028730394655793
2018-12-24 12:24:47,58948.0,7.060822902467725
2018-12-24 12:27:12,59917.0,6.931223948284903
2018-12-24 12:29:38,60930.0,6.948933511449012
2018-12-24 12:31:56,61879.0,6.922936297830909
2018-12-24 12:36:39,63858.0,6.919822972799776
2018-12-24 12:39:03,64864.0,6.923412438889243
2018-12-24 12:41:26,65784.0,6.9129756239311515
2018-12-24 12:43:53,66855.0,6.912749577399686
2018-12-24 12:46:14,67779.0,6.9551040460147195
2018-12-24 12:48:40,68834.0,6.993117903703271
2018-12-24 12:51:00,69768.0,6.975834634541238
2018-12-24 12:53:24,70833.0,6.983499309459433
2018-12-24 12:55:51,71815.0,6.987313676910165
2018-12-24 12:58:12,72859.0,6.96318240277889
2018-12-24 13:00:31,73873.0,6.953365492787103
2018-12-24 13:02:53,74839.0,6.97629580845119
2018-12-24 13:05:15,75843.0,6.953862077798281
2018-12-24 13:07:38,76769.0,6.931134805071008
2018-12-24 13:10:06,77808.0,6.936002154234348
2018-12-24 13:12:32,78749.0,6.91578059629519
2018-12-24 13:14:50,79781.0,6.843829003087875
2018-12-24 13:17:16,80719.0,6.883219385788117
2018-12-24 13:19:40,81748.0,6.827230560273043
2018-12-24 13:21:59,82684.0,6.8610212645182935
2018-12-24 13:24:22,83711.0,6.884503188000216
2018-12-24 13:26:45,84641.0,6.8975438246199845
2018-12-24 13:29:09,85683.0,6.7808332405180956
2018-12-24 13:31:32,86606.0,6.806804812639881
2018-12-24 13:33:56,87592.0,6.839315261960675
2018-12-24 13:36:16,88611.0,6.832784251173916
2018-12-24 13:38:37,89540.0,6.839146103840542
2018-12-24 13:41:01,90432.0,6.825570664128739
2018-12-24 13:43:26,91405.0,6.808587451722991
2018-12-24 13:45:51,92493.0,6.792058526103156
2018-12-24 13:48:13,93439.0,6.791003454842604
2018-12-24 13:50:32,94447.0,6.72338079971995
2018-12-24 13:52:56,95362.0,6.679336634665147
2018-12-24 13:55:18,96363.0,6.78201838171309
2018-12-24 13:57:41,97260.0,6.7496788454850725
2018-12-24 14:00:07,98258.0,6.685602739598622
2018-12-24 14:04:55,100140.0,6.63940949622228
2018-12-24 14:07:19,101019.0,6.646177002913252
2018-12-24 14:09:41,102059.0,6.667010336246585
2018-12-24 14:12:02,102955.0,6.6275638672226505
2018-12-24 14:14:26,103934.0,6.690478545374205
2018-12-24 14:16:49,104814.0,6.6405782588612166
2018-12-24 14:19:10,105847.0,6.653810066735881
2018-12-24 14:21:34,106795.0,6.702548348837471
2018-12-24 14:23:57,107741.0,6.731811046233972
2018-12-24 14:26:19,108730.0,6.754498022378396
2018-12-24 14:28:42,109629.0,6.818587659759399
2018-12-24 14:31:09,110611.0,6.870717348252724
2018-12-24 14:33:28,111534.0,6.872209730789595
2018-12-24 14:35:52,112635.0,6.883387946513266
2018-12-24 14:38:16,113586.0,6.9603110234363434
2018-12-24 14:40:35,114629.0,6.880327258696986
2018-12-24 14:42:58,115591.0,6.9566547589479315
2018-12-24 14:45:21,116641.0,6.954100377511563
2018-12-24 14:47:44,117600.0,6.993028139411632
2018-12-24 14:50:07,118667.0,6.878166285579192
2018-12-24 14:52:40,119598.0,6.922415596873957
2018-12-24 14:57:25,121629.0,6.793989412201861
2018-12-24 14:59:43,122547.0,6.823232895990799
2018-12-24 15:02:09,123579.0,6.69394857405145
2018-12-24 15:04:25,124447.0,6.717425419578586
2018-12-24 15:06:48,125461.0,6.614428416581581
2018-12-24 15:09:11,126332.0,6.708522296557814
2018-12-24 15:11:34,127340.0,6.655234132551249
2018-12-24 15:14:05,128234.0,6.668672867729114
2018-12-24 15:16:26,129216.0,6.652056607277237
2018-12-24 15:18:46,130102.0,6.652898011861956
2018-12-24 15:21:16,131170.0,6.664204256122745
2018-12-24 15:23:33,132066.0,6.736677237686636
2018-12-24 15:25:58,133052.0,6.632999572511645
2018-12-24 15:30:38,134980.0,6.71192708096998
2018-12-24 15:33:01,135894.0,6.617098859546015
